,hourly_ts,join_col,balance_x,Unnamed: 0,token_address,balance_y,block_timestamp,token_id,timestamp_dt,balance_actual,price,job_start_ts,usd_value,PnL
0,2024-01-27 01:00:00,2024-01-27 01:00:00,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2263.0155938282983,2024-02-02 16:34:38.389809,148.94086405260748,0.0
1,2024-01-27 02:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2264.809377142334,2024-02-02 16:34:38.389809,149.0589222919958,0.1180582393883185
2,2024-01-27 03:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2256.4616797239105,2024-02-02 16:34:38.389809,148.50951676879015,-0.4313472838173311
3,2024-01-27 04:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2249.926569982382,2024-02-02 16:34:38.389809,148.07940709820883,-0.8614569543986477
4,2024-01-27 05:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2265.3673963925567,2024-02-02 16:34:38.389809,149.09564845045125,0.15478439784376974
5,2024-01-27 06:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2263.6958915844416,2024-02-02 16:34:38.389809,148.98563799755482,0.04477394494733744
6,2024-01-27 07:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2265.718880333074,2024-02-02 16:34:38.389809,149.11878144252788,0.1779173899203954
7,2024-01-27 08:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2263.2309326183963,2024-02-02 16:34:38.389809,148.95503662196526,0.01417256935778255
8,2024-01-27 09:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2266.786993353773,2024-02-02 16:34:38.389809,149.18907953355412,0.2482154809466408
9,2024-01-27 10:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2268.9177691870873,2024-02-02 16:34:38.389809,149.32931700897484,0.38845295636735955
10,2024-01-27 11:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2268.9905997553333,2024-02-02 16:34:38.389809,149.33411036868193,0.39324631607445326
11,2024-01-27 12:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2265.8169071819184,2024-02-02 16:34:38.389809,149.12523310092874,0.18436904832125833
12,2024-01-27 13:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2264.8477812810843,2024-02-02 16:34:38.389809,149.06144986874966,0.12058581614218156
13,2024-01-27 14:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2267.609630855122,2024-02-02 16:34:38.389809,149.24322159982495,0.30235754721746844
14,2024-01-27 15:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2272.9433474134566,2024-02-02 16:34:38.389809,149.59426131646524,0.6533972638577552
15,2024-01-27 16:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2272.030768952927,2024-02-02 16:34:38.389809,149.53419976638233,0.5933357137748487
16,2024-01-27 17:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2271.938981303398,2024-02-02 16:34:38.389809,149.52815874224294,0.5872946896354563
17,2024-01-27 18:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2265.5475597818368,2024-02-02 16:34:38.389809,149.10750594314516,0.16664189053767586
18,2024-01-27 19:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2267.907851752534,2024-02-02 16:34:38.389809,149.2628490731222,0.3219850205147168
19,2024-01-27 20:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2266.0667585347046,2024-02-02 16:34:38.389809,149.14167712211454,0.20081306950706335
20,2024-01-27 21:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2278.5815292239868,2024-02-02 16:34:38.389809,149.9653394799725,1.0244754273650187
21,2024-01-27 22:00:00,,0.0658152177381364,,,,,ethereum,,0.0658152177381364,2279.065217477438,2024-02-02 16:34:38.389809,149.99717352769076,1.0563094750832818
